run_id,key,value,step,timestamp
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,13.562669219970703,200,1703877179277
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,9.429069366455078,300,1703877215904
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,7.0782466316223145,400,1703877253057
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,5.781910305023193,500,1703877291088
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,5.015570931434631,600,1703877342764
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,4.431733267307282,700,1703877405883
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,3.995638506412506,800,1703877469494
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,3.6581484055519105,900,1703877533277
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,3.340678346157074,1000,1703877596155
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,3.0894165992736817,1100,1703877663645
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.8155535101890563,1200,1703877724938
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.7009945058822633,1300,1703877785273
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.5435151505470275,1400,1703877846134
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.349556699991226,1500,1703877906904
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.609792265892029,1600,1703877968442
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.6433260107040404,1700,1703878028827
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.452196763753891,1800,1703878087337
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.3059822630882265,1900,1703878145940
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.317053256034851,2000,1703878204323
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.202047177553177,2100,1703878360794
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.2580124950408935,2200,1703878418589
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.286994667053223,2300,1703878476042
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.1591953909397126,2400,1703878534601
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.1559965479373933,2500,1703878592683
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.1331567299365997,2600,1703878651835
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.1089274644851685,2700,1703878710293
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.0462368154525756,2800,1703878768698
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.002723343372345,2900,1703878827066
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.0067611598968504,3000,1703878884771
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9187983572483063,3100,1703878947929
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9361383712291718,3200,1703879006839
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.828115975856781,3300,1703879064860
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9167409920692444,3400,1703879122601
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.0345985400676727,3500,1703879180201
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9071051800251007,3600,1703879238762
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9085153090953826,3700,1703879297429
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9872369956970215,3800,1703879355497
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.1066853940486907,3900,1703879413914
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.999781459569931,4000,1703879472385
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.110233610868454,4100,1703879627085
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9315083146095275,4200,1703879684681
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9021159672737122,4300,1703879742571
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9192626416683196,4400,1703879800266
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.926044476032257,4500,1703879857963
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9905612087249756,4600,1703879916430
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.1135746908187865,4700,1703879974511
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9941906905174256,4800,1703880031674
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9939798033237457,4900,1703880089418
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9479155254364013,5000,1703880147174
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9140112709999084,5100,1703880209275
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.984880667924881,5200,1703880267306
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9884443736076356,5300,1703880325337
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9044780683517457,5400,1703880383042
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.0248670160770414,5500,1703880441260
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.012734133005142,5600,1703880500299
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9685785675048828,5700,1703880558231
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.0022848868370056,5800,1703880616362
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9622718513011932,5900,1703880674394
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9402884066104888,6000,1703880732156
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.906871327161789,6100,1703880884443
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.952374235391617,6200,1703880943053
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.0360878705978394,6300,1703881001033
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.0228249371051787,6400,1703881058503
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.956159940958023,6500,1703881116426
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9336886513233185,6600,1703881175178
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.0111102402210235,6700,1703881233026
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.041432523727417,6800,1703881290811
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.00118021607399,6900,1703881348843
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.0067068564891817,7000,1703881406055
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.0348761546611787,7100,1703881468937
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.066034013032913,7200,1703881526688
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.979013364315033,7300,1703881585433
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.0082845199108124,7400,1703881643515
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.060333696603775,7500,1703881701407
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.091735825538635,7600,1703881760443
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9500124418735505,7700,1703881818190
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.074554742574692,7800,1703881876169
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,2.0196168601512907,7900,1703881933865
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9270402050018312,8000,1703881991990
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9617323195934295,8100,1703882149481
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9053137743473052,8200,1703882207379
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9599167466163636,8300,1703882265258
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9111738216876983,8400,1703882323433
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9715219032764435,8500,1703882381469
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.964364628791809,8600,1703882440747
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9392925322055816,8700,1703882499067
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9951920700073242,8800,1703882557097
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9778187882900238,8900,1703882614937
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.909979568719864,9000,1703882672725
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.8540397918224334,9100,1703882734937
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.8983102655410766,9200,1703882793111
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9573855590820313,9300,1703882850667
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.8711886703968048,9400,1703882908555
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.8315183365345,9500,1703882966058
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.8454178977012634,9600,1703883025154
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.8960936737060547,9700,1703883083035
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.8898108637332915,9800,1703883140921
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9636050021648408,9900,1703883199241
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.8752933979034423,10000,1703883257617
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.8869265854358672,10100,1703883415688
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.8532458221912385,10200,1703883473324
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.8904208385944365,10300,1703883531019
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.8809067034721374,10400,1703883588378
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.8461560010910034,10500,1703883645737
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.8493226385116577,10600,1703883704824
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.8689181876182557,10700,1703883762811
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.869407149553299,10800,1703883820699
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9256539714336396,10900,1703883878406
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9041363453865052,11000,1703883936188
2b70abd9526745fa9f6d66c104260f7b,train/loss_model,1.9542061245441438,11100,1703883998681
